{MDACODE=550cd7f1-117b-41b2-9fd4-f4c911c3cea0, IDNum=742857887, IDType=0, FirstName=Britteny, LastName=Mollin, City=Wanliang, Street=Russell, BuildingNumber=71, Barcode=B75F7AF6-4E69-E994-38D4-B5CE5AB3DC18, GetDate=18.02.2021, TakeDate=13.03.2021, ResultDate=22/01/2021}
{MDACODE=596ba889-3b85-4d6d-a46c-bf4482f535a4, IDNum=474884632, IDType=2, FirstName=Justis, LastName=Gadd, City=Tessaoua, Street=Porter, BuildingNumber=17, Barcode=7EB9D8DC-E646-1287-8C82-39DA4516ADF6, GetDate=03.10.2021, TakeDate=24.08.2021, ResultDate=7/4/2021}
{MDACODE=fdc01930-3b26-4e75-9241-e6a7742865eb, IDNum=883536832, IDType=1, FirstName=Daniel, LastName=Davis, City=Keratéa, Street=Moose, BuildingNumber=15, Barcode=3B38C98A-3D5D-E114-AD51-2A7A414D2CD5, GetDate=24.09.2021, TakeDate=29.11.2021, ResultDate=12/1/2022}
{MDACODE=2b208ce8-c2dc-4613-bbbb-aa1239aa34ce, IDNum=390969906, IDType=2, FirstName=Meryl, LastName=Valentin, City=Bảo Lộc, Street=Everett, BuildingNumber=93, Barcode=9829A0DC-9EC8-2218-B1B1-3B0DF135EB53, GetDate=24.09.2021, TakeDate=31.07.2021, ResultDate=29/10/2021}
{MDACODE=2540ffc2-11c5-4ec3-a2e3-b1b215d5575a, IDNum=358366993, IDType=1, FirstName=Lyndsie, LastName=Grattage, City=Chakaray, Street=Meadow Ridge, BuildingNumber=96, Barcode=ED28373F-3755-6B32-C3D8-FC1B2A5B6DD6, GetDate=14.07.2021, TakeDate=31.03.2021, ResultDate=4/10/2021}
{MDACODE=4829c36e-0ac5-4bc4-aa90-1c88b710fc81, IDNum=518115062, IDType=2, FirstName=Gus, LastName=Greenhead, City=Štore, Street=Hoard, BuildingNumber=31, Barcode=D7721887-5F98-857C-B17A-C13F9686783B, GetDate=22.09.2021, TakeDate=14.01.2021, ResultDate=2/10/2021}
{MDACODE=be53e134-9c23-4fee-8fdf-ca83e47084a2, IDNum=111975447, IDType=1, FirstName=Paddy, LastName=Madgwick, City=Niulanshan, Street=Golf View, BuildingNumber=9, Barcode=F478AC0E-A2E6-96D4-523D-C4CB25DD39D3, GetDate=30.04.2021, TakeDate=29.09.2021, ResultDate=1/9/2021}
{MDACODE=ad3f2594-d029-4ba6-82b1-5f178ce64727, IDNum=772360260, IDType=0, FirstName=Isiahi, LastName=Claringbold, City=Jinchang, Street=Mosinee, BuildingNumber=73, Barcode=7DD71A18-EC4B-94F4-E4B0-3E5319B7EDDA, GetDate=10.03.2021, TakeDate=13.05.2021, ResultDate=24/06/2021}
{MDACODE=17dddffd-7c2c-4f1d-b276-f482d3084a8a, IDNum=739814874, IDType=1, FirstName=Kathryne, LastName=Weinberg, City=Calceta, Street=Alpine, BuildingNumber=97, Barcode=1008635B-5361-B313-A8F3-36191DF8F756, GetDate=18.07.2021, TakeDate=15.03.2021, ResultDate=13/10/2021}
{MDACODE=a4d68f96-e2d8-4175-8fc9-cadd4b3efe09, IDNum=841497191, IDType=1, FirstName=Rafaelita, LastName=Whitticks, City=Haugesund, Street=Pierstorff, BuildingNumber=99, Barcode=94CA3BD1-8C3D-467C-EACA-067BE994A99A, GetDate=19.05.2021, TakeDate=14.01.2021, ResultDate=13/08/2021}
{MDACODE=12eecd23-4e5c-46e4-beac-0d0ae647f24e, IDNum=635927796, IDType=0, FirstName=Armin, LastName=Prior, City=Sinuknipan, Street=Spohn, BuildingNumber=68, Barcode=AD139B74-AC7C-B24A-73E3-07131CBA5CDC, GetDate=28.08.2021, TakeDate=02.02.2021, ResultDate=13/06/2021}
{MDACODE=b5b44ba4-7860-4111-b2fe-434d02132548, IDNum=822324179, IDType=2, FirstName=Jasmine, LastName=Bullene, City=Palaihari, Street=Springs, BuildingNumber=66, Barcode=208E7133-1D72-CA1B-AD4B-495FB94ED26F, GetDate=01.06.2021, TakeDate=25.02.2021, ResultDate=31/03/2021}
{MDACODE=653cb736-aeb9-4bca-a083-8796e89c4bfa, IDNum=367980552, IDType=2, FirstName=Beilul, LastName=Spanswick, City=Tamiso, Street=Bluestem, BuildingNumber=97, Barcode=BB7AB74A-46FE-2D55-5578-1174A089545B, GetDate=23.02.2021, TakeDate=26.07.2021, ResultDate=22/04/2021}
{MDACODE=81ae9d91-4fd1-4a2d-a76c-8dd1c3c7380f, IDNum=551936787, IDType=2, FirstName=Dunn, LastName=Hinken, City=Zhongxin, Street=Summer Ridge, BuildingNumber=38, Barcode=E9CF2D2B-69E7-77F9-13AE-FB7E57130757, GetDate=08.01.2022, TakeDate=14.06.2021, ResultDate=23/09/2021}
{MDACODE=d402d4b7-aa58-44c8-95e5-1c5078ee056b, IDNum=279729464, IDType=2, FirstName=Hobard, LastName=Hurll, City=Esperança, Street=Kinsman, BuildingNumber=6, Barcode=EF8E521B-E388-FA11-82EC-2CB21EC5C6B3, GetDate=18.11.2021, TakeDate=13.07.2021, ResultDate=19/11/2021}
{MDACODE=4703c37d-fb9b-4424-891d-b9894e130f34, IDNum=464438967, IDType=2, FirstName=Kliment, LastName=Corrington, City=Khlung, Street=Hoffman, BuildingNumber=33, Barcode=9ACBACE5-1467-6C3D-8358-E8CDB5ED2666, GetDate=15.04.2021, TakeDate=23.01.2021, ResultDate=4/3/2021}
{MDACODE=1d42effc-1db5-4d77-b105-08f9577ede75, IDNum=860752214, IDType=0, FirstName=Pavla, LastName=Nares, City=Pego Longo, Street=Clove, BuildingNumber=42, Barcode=C4B630BE-D5FA-AA52-AFD3-CE856B655C29, GetDate=05.08.2021, TakeDate=17.04.2021, ResultDate=12/7/2021}
{MDACODE=511950e3-7bca-43e4-9513-c60e0fa5241e, IDNum=143856165, IDType=1, FirstName=Irving, LastName=McCromley, City=Tyszowce, Street=West, BuildingNumber=23, Barcode=E1BC4A65-5CBD-5296-6445-AC51EB404D16, GetDate=26.07.2021, TakeDate=30.07.2021, ResultDate=5/2/2021}
{MDACODE=1c69e167-ec05-423f-ba57-7c271a3e5cb6, IDNum=876408796, IDType=2, FirstName=Evelina, LastName=Rickerby, City=Xiache, Street=Lotheville, BuildingNumber=34, Barcode=C5F560A8-0584-3A33-73A9-454ACA3660FF, GetDate=08.07.2021, TakeDate=16.11.2021, ResultDate=2/5/2021}
{MDACODE=55ea1022-e966-4cde-8500-3866c4dfbf3b, IDNum=568804832, IDType=1, FirstName=Torrence, LastName=Lockless, City=Radišići, Street=Thompson, BuildingNumber=77, Barcode=08D277A2-D228-A1C6-1BB8-4BB692485C59, GetDate=27.03.2021, TakeDate=22.03.2021, ResultDate=27/07/2021}
{MDACODE=4137cdcf-a3a5-4994-9c05-7fcaca863b98, IDNum=730671639, IDType=0, FirstName=Genia, LastName=Gianotti, City=Imrīsh, Street=Independence, BuildingNumber=78, Barcode=B069ED86-71A1-26EA-7D59-38A82ADD8443, GetDate=21.05.2021, TakeDate=15.09.2021, ResultDate=2/11/2021}
{MDACODE=18b79e82-a013-414e-b6ed-88bbffd22ac6, IDNum=893234286, IDType=2, FirstName=Erick, LastName=Gammel, City=Aviúges, Street=6th, BuildingNumber=88, Barcode=35A53546-AD65-2961-DDB4-1B37E928FB2D, GetDate=11.11.2021, TakeDate=18.01.2021, ResultDate=12/1/2022}
{MDACODE=53dcb293-b933-4c4b-808c-cb69e06d5ca5, IDNum=894113739, IDType=2, FirstName=Christen, LastName=Paffot, City=Jackson, Street=Thackeray, BuildingNumber=86, Barcode=69BB1E49-7CD2-52F7-80FA-229730881EF8, GetDate=29.09.2021, TakeDate=22.03.2021, ResultDate=21/12/2021}
{MDACODE=30781485-dbbc-4b5d-a422-0ea3f8b2d051, IDNum=249073019, IDType=2, FirstName=Dyane, LastName=Norville, City=Xinming, Street=Coolidge, BuildingNumber=12, Barcode=C8BC799E-D662-52E3-C08A-46C85B4CE27B, GetDate=21.09.2021, TakeDate=19.07.2021, ResultDate=10/7/2021}
{MDACODE=ef709fd8-fac6-461c-b05e-765ce3aaf4ec, IDNum=779984365, IDType=1, FirstName=Tabby, LastName=Letchford, City=Terong, Street=Anniversary, BuildingNumber=76, Barcode=E7EBFEE8-7550-4B5C-D377-1CA5AAF6E821, GetDate=24.09.2021, TakeDate=08.11.2021, ResultDate=29/08/2021}
{MDACODE=caf10e98-fe87-44a6-9a60-f495f0d714ee, IDNum=392667603, IDType=1, FirstName=Stephenie, LastName=Barks, City=Chaiyaphum, Street=Emmet, BuildingNumber=89, Barcode=8739E73C-AE5C-105E-2E9B-CC6D2B167A75, GetDate=27.11.2021, TakeDate=03.01.2022, ResultDate=21/03/2021}
{MDACODE=ce530408-ffeb-465d-9534-8325ab49e483, IDNum=441271127, IDType=1, FirstName=Syman, LastName=Treweke, City=Matinao, Street=Morning, BuildingNumber=20, Barcode=8FB4913A-C0BA-8A53-63CE-58AF5A3A2111, GetDate=15.01.2021, TakeDate=12.12.2021, ResultDate=1/3/2021}
{MDACODE=80c384c7-f4e8-4bea-a8c7-e3285df10c40, IDNum=673810155, IDType=2, FirstName=Vanny, LastName=Brunroth, City=Yangp'yŏng, Street=Service, BuildingNumber=48, Barcode=B3956B10-16C7-E836-1D48-7C524687D7C8, GetDate=27.02.2021, TakeDate=19.07.2021, ResultDate=1/5/2021}
{MDACODE=e07b8f5c-78ed-4fcb-90ab-f886308e11ff, IDNum=530599009, IDType=2, FirstName=Isidore, LastName=Youll, City=Kikinda, Street=Sachtjen, BuildingNumber=66, Barcode=BB4B88B4-14FC-7329-C227-43158C412BA3, GetDate=12.07.2021, TakeDate=29.07.2021, ResultDate=4/11/2021}
{MDACODE=8376f3ec-8b62-4c16-be9b-2271247e4001, IDNum=471124172, IDType=0, FirstName=Elysia, LastName=Bentall, City=Breda, Street=Helena, BuildingNumber=90, Barcode=11E31223-4CE7-B683-438C-838A7131C84A, GetDate=11.12.2021, TakeDate=24.11.2021, ResultDate=7/2/2021}
{MDACODE=c3403c22-b95b-4073-a81c-e9306491a8e2, IDNum=301518477, IDType=2, FirstName=Inger, LastName=Barenski, City=Smiths Falls, Street=Sloan, BuildingNumber=85, Barcode=B442DE3C-89B5-52D3-490A-9BE188EF75E2, GetDate=23.01.2021, TakeDate=08.06.2021, ResultDate=7/4/2021}
{MDACODE=1fa92821-ee27-409d-a624-b264dbc485f8, IDNum=260019111, IDType=1, FirstName=Drugi, LastName=Byrne, City=Tabon, Street=Merry, BuildingNumber=36, Barcode=8A8FD509-3328-1983-2E57-CDAC259FEB03, GetDate=09.11.2021, TakeDate=01.03.2021, ResultDate=10/1/2022}
{MDACODE=a9b6f0de-c814-4920-b85b-34f040922cc4, IDNum=231711378, IDType=2, FirstName=Burr, LastName=Liddell, City=Quthing, Street=Knutson, BuildingNumber=18, Barcode=86C87449-B71C-2D35-578D-148A76E8F79A, GetDate=29.01.2021, TakeDate=24.08.2021, ResultDate=9/11/2021}
{MDACODE=e083270f-9b33-441f-bbcc-5776e8a92124, IDNum=406699350, IDType=2, FirstName=Ezekiel, LastName=Hurling, City=Blumenau, Street=Laurel, BuildingNumber=77, Barcode=3A121326-66D2-6D3D-7259-24BE8046635B, GetDate=22.11.2021, TakeDate=10.06.2021, ResultDate=14/06/2021}
{MDACODE=ef5b708c-49be-410a-8475-3f843bb6a213, IDNum=508588161, IDType=2, FirstName=Cami, LastName=LAbbet, City=Vélizy-Villacoublay, Street=Holy Cross, BuildingNumber=58, Barcode=C3BB9D1F-EC73-BB09-E2D7-15531BE2C34D, GetDate=06.12.2021, TakeDate=28.07.2021, ResultDate=24/12/2021}
{MDACODE=6ba15d10-f958-47bd-8187-b3d011de891a, IDNum=547025674, IDType=1, FirstName=Emmey, LastName=Beetham, City=Pedro García, Street=Sunbrook, BuildingNumber=18, Barcode=9B11FEE4-2987-ABC7-932F-14BB778D1E3A, GetDate=29.10.2021, TakeDate=21.07.2021, ResultDate=3/9/2021}
{MDACODE=418ed29c-cc5e-483a-8834-91ec85507813, IDNum=104773299, IDType=0, FirstName=Kirstin, LastName=Maharry, City=Pushkinskiye Gory, Street=Elgar, BuildingNumber=96, Barcode=3262DF6A-9C2A-462B-6B09-D891FE31B971, GetDate=15.06.2021, TakeDate=10.10.2021, ResultDate=9/1/2022}
{MDACODE=bbc689ae-93f7-4dc8-8f8b-e2536a0e2f5c, IDNum=748869168, IDType=2, FirstName=Mireielle, LastName=Granleese, City=Rapas, Street=Park Meadow, BuildingNumber=59, Barcode=DFC627E5-2388-0081-19B7-232C68BB660D, GetDate=28.04.2021, TakeDate=26.06.2021, ResultDate=23/04/2021}
{MDACODE=267ed7b0-0bcd-4cef-a08f-a32f905d9363, IDNum=113554523, IDType=0, FirstName=Chester, LastName=Spellissy, City=Kleszczów, Street=Onsgard, BuildingNumber=34, Barcode=CE252682-5E54-BE42-43E9-998892C7ACED, GetDate=14.01.2021, TakeDate=22.06.2021, ResultDate=8/6/2021}
{MDACODE=5d413fc4-58c5-416f-8513-8214004feee8, IDNum=762533463, IDType=2, FirstName=Wilfrid, LastName=Ireland, City=General La Madrid, Street=Hintze, BuildingNumber=36, Barcode=15EED728-F60D-32F9-94F2-C42B87B3F4CE, GetDate=21.03.2021, TakeDate=25.04.2021, ResultDate=15/08/2021}
{MDACODE=b9b7df6b-0750-4760-a366-fef027a8d6b5, IDNum=104138088, IDType=1, FirstName=Carolyne, LastName=Braunstein, City=Sloboda, Street=Jenna, BuildingNumber=8, Barcode=18A17A77-154A-CD27-A2BD-9EC195F26B8A, GetDate=29.08.2021, TakeDate=05.12.2021, ResultDate=24/09/2021}
{MDACODE=392c3a99-89b9-4dad-9dfa-d7b2f9a608ea, IDNum=607468144, IDType=1, FirstName=Tremaine, LastName=Szymanski, City=Nyíregyháza, Street=Warbler, BuildingNumber=34, Barcode=8A4BB378-8AE8-10B1-18A5-4767A1D42BB3, GetDate=14.03.2021, TakeDate=24.12.2021, ResultDate=28/06/2021}
{MDACODE=e94b5cb9-fb73-484a-aac8-15aedca64742, IDNum=248193791, IDType=0, FirstName=Marlee, LastName=Ostrich, City=Pa Bon, Street=Veith, BuildingNumber=57, Barcode=731A086C-2B02-857C-1F96-1E2BFA76B32B, GetDate=16.06.2021, TakeDate=21.02.2021, ResultDate=20/06/2021}
{MDACODE=f08dcae6-46e1-4420-9842-ff3457cbc6b3, IDNum=172882445, IDType=1, FirstName=Christian, LastName=Purbrick, City=’Unābah, Street=Division, BuildingNumber=38, Barcode=185E41D6-E640-EE61-AE8A-8887A475CD87, GetDate=08.12.2021, TakeDate=29.01.2021, ResultDate=25/03/2021}
{MDACODE=b5951c2e-208b-4fc3-87b2-ada372caff37, IDNum=394760206, IDType=2, FirstName=Perry, LastName=Keys, City=Rājbirāj, Street=Bayside, BuildingNumber=100, Barcode=A2B6D4A9-7F6A-95B8-F4E8-8BD6B98D8B6C, GetDate=02.08.2021, TakeDate=15.05.2021, ResultDate=22/08/2021}
{MDACODE=5ae96325-2d31-49b7-891c-a48ebcc84c67, IDNum=536153817, IDType=1, FirstName=Marjie, LastName=Eastby, City=São Bento, Street=Miller, BuildingNumber=17, Barcode=2E41D257-CD6C-E59C-8E9A-9D4C41C7AD39, GetDate=20.11.2021, TakeDate=01.09.2021, ResultDate=23/02/2021}
{MDACODE=98f9eb7a-3b7e-49bf-a1be-90d2d019f107, IDNum=284836042, IDType=1, FirstName=Osmond, LastName=Toler, City=Batu, Street=Sullivan, BuildingNumber=1, Barcode=33C27A2B-B82F-64ED-5A23-37258E12C5D7, GetDate=31.03.2021, TakeDate=17.03.2021, ResultDate=29/09/2021}
{MDACODE=ee173cc5-5980-46af-9bb9-2799a640e430, IDNum=603016882, IDType=0, FirstName=Adams, LastName=Mariot, City=Jiuguan, Street=Hoepker, BuildingNumber=31, Barcode=678BC137-6B83-A460-4213-65093C48CF5B, GetDate=03.09.2021, TakeDate=08.09.2021, ResultDate=5/10/2021}
{MDACODE=1e8f08c4-5903-4a6d-9872-1197043446a5, IDNum=767990888, IDType=0, FirstName=Xylia, LastName=Weerdenburg, City=Dambořice, Street=7th, BuildingNumber=31, Barcode=83D129B1-3A55-0348-18EF-3CA398119384, GetDate=04.06.2021, TakeDate=09.09.2021, ResultDate=21/03/2021}
{MDACODE=a34a8b25-1ae4-47dd-859c-bbacbefab394, IDNum=708842087, IDType=1, FirstName=Sayer, LastName=Maulkin, City=Helsingborg, Street=Prentice, BuildingNumber=99, Barcode=5E734019-C52B-6564-4186-A4E0145BC3BD, GetDate=18.08.2021, TakeDate=28.12.2021, ResultDate=30/11/2021}
{MDACODE=75dcd359-8ce4-4207-a656-72a80c2ea678, IDNum=690299851, IDType=0, FirstName=Lem, LastName=Hansod, City=Thung Yang Daeng, Street=Farmco, BuildingNumber=62, Barcode=FCD9FAAA-331D-B8A6-7316-F691DC5DB497, GetDate=04.10.2021, TakeDate=29.08.2021, ResultDate=21/01/2021}
{MDACODE=075a3acf-5f8b-466b-811a-16002e86de51, IDNum=836524238, IDType=0, FirstName=Kira, LastName=Fouch, City=Chadan, Street=Thompson, BuildingNumber=5, Barcode=D3222CEE-7F0B-1A75-B8E3-90E3D43046A6, GetDate=29.05.2021, TakeDate=23.05.2021, ResultDate=15/10/2021}
{MDACODE=b10b8a08-8805-4076-a676-115fc85b1291, IDNum=838603413, IDType=0, FirstName=Sacha, LastName=Bursnell, City=Timahankrajan, Street=Meadow Vale, BuildingNumber=39, Barcode=80BB9AD6-1115-69FA-7570-B44AD3B3D4AC, GetDate=31.05.2021, TakeDate=27.01.2021, ResultDate=7/11/2021}
{MDACODE=b8002073-f169-46b4-8d1d-6c4f5130d89a, IDNum=176182545, IDType=0, FirstName=Itch, LastName=Mc Dermid, City=Caojia, Street=Nancy, BuildingNumber=57, Barcode=EEBA3773-6473-3561-76E4-33501973D678, GetDate=06.12.2021, TakeDate=11.09.2021, ResultDate=24/10/2021}
{MDACODE=3edd8d9e-a5db-4782-86b1-abe571ea09ff, IDNum=402083202, IDType=2, FirstName=Sandi, LastName=Mercey, City=San Pedro de Macorís, Street=Walton, BuildingNumber=18, Barcode=E3C1C4D2-3255-BFFB-1767-3AA453E7CB75, GetDate=04.05.2021, TakeDate=07.04.2021, ResultDate=15/11/2021}
{MDACODE=909d0fa2-dee7-4e2e-9f1b-d677f72bce02, IDNum=349977016, IDType=1, FirstName=Veronika, LastName=Ternott, City=Nikol’sk, Street=Bultman, BuildingNumber=31, Barcode=E536510C-886A-927E-9D15-21583B6AB7B1, GetDate=18.01.2021, TakeDate=25.03.2021, ResultDate=27/07/2021}
{MDACODE=61abe6f2-6e69-47c3-b61a-c954e2b4b0b7, IDNum=798025713, IDType=0, FirstName=Sharity, LastName=Havis, City=Zalanga, Street=Elka, BuildingNumber=31, Barcode=994FE5B8-D3A8-6489-D930-D422A979B96C, GetDate=02.05.2021, TakeDate=05.08.2021, ResultDate=27/03/2021}
{MDACODE=fc4e64bf-11fc-4049-b276-14343e549811, IDNum=453213643, IDType=0, FirstName=Sanson, LastName=Bazoge, City=Kudusan, Street=Atwood, BuildingNumber=91, Barcode=1098AA73-E625-EE73-C656-0BF3140C350C, GetDate=11.09.2021, TakeDate=12.04.2021, ResultDate=30/10/2021}
{MDACODE=fedfcbdf-7f19-4739-ba4f-9b870b8787c8, IDNum=749714732, IDType=0, FirstName=Jacqui, LastName=Chat, City=Golubac, Street=Hintze, BuildingNumber=72, Barcode=5C6EC11A-7691-2C46-27BA-86B234C51277, GetDate=19.10.2021, TakeDate=09.08.2021, ResultDate=15/08/2021}
{MDACODE=91a51fb7-f052-4fa2-b62e-29840413cf0f, IDNum=833577870, IDType=0, FirstName=Barnie, LastName=Jacobowicz, City=Cihaladan, Street=Trailsway, BuildingNumber=10, Barcode=29B9D9A6-B5B4-A7B2-C212-1CB9EEDC437E, GetDate=29.12.2021, TakeDate=02.02.2021, ResultDate=28/03/2021}
{MDACODE=30e11d7b-c7ea-4c6c-8541-e991f8a20088, IDNum=112366719, IDType=2, FirstName=Fifi, LastName=Peebles, City=Pengdian, Street=Crowley, BuildingNumber=70, Barcode=332D975E-CEA6-C408-E4D4-46F5FE221AEC, GetDate=06.02.2021, TakeDate=11.11.2021, ResultDate=29/04/2021}
{MDACODE=c5bf771f-86b2-4fa0-9915-72fdbfa8e80f, IDNum=180960945, IDType=0, FirstName=Beth, LastName=Goodbanne, City=Gyōda, Street=Gerald, BuildingNumber=63, Barcode=7C6A5B14-7AB1-ACF7-B213-2E3DE18B633F, GetDate=12.11.2021, TakeDate=20.01.2021, ResultDate=17/09/2021}
{MDACODE=3574951a-96da-46f8-ac4c-d3ff61e6bc5a, IDNum=221795461, IDType=1, FirstName=Glynda, LastName=Willoughby, City=Hollola, Street=Charing Cross, BuildingNumber=98, Barcode=186CE06E-8341-FD7B-7644-7C0A7AA682A1, GetDate=27.08.2021, TakeDate=02.07.2021, ResultDate=5/8/2021}
{MDACODE=ebbc9da3-c55a-49c1-9f4d-45d89e01f8e6, IDNum=487711921, IDType=1, FirstName=Laughton, LastName=Tuckey, City=Xiaohekou, Street=Morrow, BuildingNumber=71, Barcode=2180D33D-7AA4-9B55-D154-FF62ADEAB897, GetDate=13.06.2021, TakeDate=19.03.2021, ResultDate=9/12/2021}
{MDACODE=0a631a2a-5aab-4191-8db3-3b5b6adc94d8, IDNum=335591772, IDType=0, FirstName=Dode, LastName=Kimblin, City=Cuijiamatou, Street=Homewood, BuildingNumber=12, Barcode=E21CBD1E-2A29-878F-A9DC-7D43DE8CA793, GetDate=04.03.2021, TakeDate=05.08.2021, ResultDate=9/10/2021}
{MDACODE=9b221059-89a6-43b9-be63-29b350b912e3, IDNum=825642646, IDType=2, FirstName=Gawen, LastName=Bateman, City=Zakamensk, Street=Tony, BuildingNumber=28, Barcode=93100B31-6C80-4FB4-64ED-9EE7E487EA54, GetDate=20.04.2021, TakeDate=11.11.2021, ResultDate=27/10/2021}
{MDACODE=9b38b9d8-c430-4a3d-b055-ded5c2c273f8, IDNum=549237094, IDType=2, FirstName=Ginni, LastName=Canwell, City=Shahe, Street=Towne, BuildingNumber=93, Barcode=EFC5B7A2-B76B-692C-6E9A-7DA8DE2967FE, GetDate=18.09.2021, TakeDate=21.05.2021, ResultDate=19/11/2021}
{MDACODE=88bea402-08b9-454b-ba7f-a9d03b4d2e5a, IDNum=309733399, IDType=1, FirstName=Rozalie, LastName=Godilington, City=Aotou, Street=Delladonna, BuildingNumber=36, Barcode=D9A69779-EB65-DC33-985E-811177AD7137, GetDate=23.11.2021, TakeDate=03.02.2021, ResultDate=22/01/2021}
{MDACODE=0851bbe1-a20a-4938-b854-bfe922da48ed, IDNum=516725067, IDType=2, FirstName=Othello, LastName=Postles, City=Yangshufang, Street=Birchwood, BuildingNumber=95, Barcode=FC943A88-4CAC-716D-AE7B-42227D6EB117, GetDate=28.07.2021, TakeDate=12.06.2021, ResultDate=2/3/2021}
{MDACODE=03951332-3e9f-4634-9f64-f94b57ea7464, IDNum=888668710, IDType=2, FirstName=Wakefield, LastName=Faughnan, City=Ejido, Street=Wayridge, BuildingNumber=16, Barcode=15E966BB-FEBC-BF58-632A-BDC4B1BAADAC, GetDate=21.11.2021, TakeDate=03.01.2022, ResultDate=2/1/2022}
{MDACODE=cfabb147-123d-4a46-b5b9-9f5c183d42b9, IDNum=813743749, IDType=0, FirstName=Corby, LastName=Scardefield, City=Joconal, Street=Huxley, BuildingNumber=67, Barcode=2995C169-25B1-4F54-B9BA-8E2D40531118, GetDate=03.02.2021, TakeDate=13.08.2021, ResultDate=18/11/2021}
{MDACODE=96184bfc-4501-42e0-87cb-d347e1d03a97, IDNum=818151553, IDType=0, FirstName=Marlyn, LastName=Pietruszka, City=Sabnova, Street=Welch, BuildingNumber=35, Barcode=0CEF608D-E7CA-C20D-97B2-E5B54185D403, GetDate=08.03.2021, TakeDate=22.01.2021, ResultDate=3/2/2021}
