{MDACODE=95cf04b0-d267-4da3-b30a-4b511b68be33, IDNum=816235596, IDType=1, FirstName=Had, LastName=Mannin, City=Drakino, Street=Swallow, BuildingNumber=51, Barcode=845E97D7-A566-C72F-84E4-24A34279C011, GetDate=24.09.2021, TakeDate=31.10.2021, ResultDate=4/12/2021}
{MDACODE=3735a720-6fa6-41a0-9934-347dafa0a662, IDNum=405358195, IDType=2, FirstName=Alicia, LastName=Arr, City=Vänersborg, Street=Continental, BuildingNumber=88, Barcode=FC6AA85C-8CAE-EF12-9520-D83A54AA23CD, GetDate=31.07.2021, TakeDate=25.07.2021, ResultDate=28/08/2021}
{MDACODE=f6948e1b-5caa-45d9-832d-00805a94f606, IDNum=426963040, IDType=1, FirstName=Daloris, LastName=Munnis, City=Gannan, Street=Starling, BuildingNumber=76, Barcode=391EC11F-B586-DED4-B671-BF56C586B41E, GetDate=06.05.2021, TakeDate=19.08.2021, ResultDate=20/06/2021}
{MDACODE=a453e088-5ee1-4fc7-9b8b-82e1dd047402, IDNum=767940469, IDType=1, FirstName=Sancho, LastName=MacCoughen, City=Kasukabe, Street=Bultman, BuildingNumber=15, Barcode=D53CCB72-A463-929E-DE60-841C74D9E75A, GetDate=25.09.2021, TakeDate=18.03.2021, ResultDate=21/11/2021}
{MDACODE=76b412dc-8521-4f58-90af-5349d4c4bba7, IDNum=243027397, IDType=0, FirstName=Dru, LastName=Pevsner, City=Semey, Street=Debra, BuildingNumber=90, Barcode=277336C9-2589-C71A-09D0-7424C230BEAF, GetDate=29.04.2021, TakeDate=31.07.2021, ResultDate=22/01/2021}
{MDACODE=f6c97720-01a8-4f34-b9ad-54f8373f8ea3, IDNum=122457242, IDType=2, FirstName=Bil, LastName=Bottrill, City=Shencun, Street=Evergreen, BuildingNumber=14, Barcode=A9A5B4D5-2109-3B5A-98DE-747AB9947699, GetDate=24.04.2021, TakeDate=05.04.2021, ResultDate=22/06/2021}
{MDACODE=58a7ba63-6a99-43c7-8a74-9f0aab6e213b, IDNum=822912730, IDType=2, FirstName=Bevan, LastName=Heugh, City=Zhifudao, Street=Fallview, BuildingNumber=36, Barcode=42EA87D8-EDD1-43C3-4BC7-87A6BC213793, GetDate=24.09.2021, TakeDate=20.01.2021, ResultDate=18/08/2021}
{MDACODE=c18c826a-0437-4367-94de-8cdb36420a27, IDNum=687761920, IDType=1, FirstName=Thurstan, LastName=Hasley, City=Suez, Street=Clarendon, BuildingNumber=22, Barcode=946115A8-64AE-3532-E6B8-2DFDAADE39F8, GetDate=09.12.2021, TakeDate=16.08.2021, ResultDate=28/05/2021}
{MDACODE=988d0048-27f6-4c9b-8e66-02fd64694a36, IDNum=844387189, IDType=0, FirstName=Aloysia, LastName=Gregor, City=Casisang, Street=Stone Corner, BuildingNumber=5, Barcode=3C6CC3AD-994E-DF69-6329-5951C592C536, GetDate=29.05.2021, TakeDate=08.05.2021, ResultDate=8/1/2022}
{MDACODE=a327964d-cb7e-4eb7-b052-214de24e1ea7, IDNum=839744175, IDType=0, FirstName=Jecho, LastName=Ickowicz, City=Oslo, Street=Coleman, BuildingNumber=61, Barcode=8374C412-2758-D4D2-1867-2BED85186451, GetDate=29.03.2021, TakeDate=13.10.2021, ResultDate=26/04/2021}
{MDACODE=adeacd2b-0163-48f1-ba65-c0d7bdb25c07, IDNum=153475466, IDType=1, FirstName=Tony, LastName=Bampkin, City=Karangsari, Street=Ludington, BuildingNumber=13, Barcode=AEE4DA53-D7B2-8BD5-97FE-1922DD2BBC66, GetDate=23.07.2021, TakeDate=24.09.2021, ResultDate=15/02/2021}
{MDACODE=990a7366-fb51-4972-b5b8-0cf8b9da8323, IDNum=262211735, IDType=1, FirstName=Aggie, LastName=Vankeev, City=Netvořice, Street=Declaration, BuildingNumber=82, Barcode=9515E78D-4B0A-D7CF-C985-9CE20E45A3BA, GetDate=08.04.2021, TakeDate=03.02.2021, ResultDate=21/08/2021}
{MDACODE=090ad2d2-a796-486b-bd5d-e12b9ef9a6c7, IDNum=410451311, IDType=0, FirstName=Maryann, LastName=Terzi, City=Campoverde, Street=Northfield, BuildingNumber=2, Barcode=B5E3A52F-6E4B-69E4-99BC-346E2A209274, GetDate=10.08.2021, TakeDate=24.02.2021, ResultDate=28/05/2021}
{MDACODE=143a41f6-62c2-45df-b659-cb65bb92ac88, IDNum=103324540, IDType=1, FirstName=Alyda, LastName=Bouch, City=Metallostroy, Street=Sommers, BuildingNumber=1, Barcode=6ACA7A41-9A6F-2B3E-D95F-03867E7C7941, GetDate=03.03.2021, TakeDate=08.02.2021, ResultDate=13/11/2021}
{MDACODE=f4d5f3eb-2d8c-45cb-b084-e15704e23094, IDNum=850854537, IDType=2, FirstName=Roana, LastName=Pirri, City=Santa Ana, Street=Caliangt, BuildingNumber=5, Barcode=9FB25A87-4E54-6316-54AD-493DBE0E18AD, GetDate=02.11.2021, TakeDate=20.06.2021, ResultDate=11/8/2021}
{MDACODE=5dd56aeb-6999-4a7e-85e0-c33aaf503fe2, IDNum=881770698, IDType=0, FirstName=Olivero, LastName=Kilius, City=Severnyy, Street=Acker, BuildingNumber=98, Barcode=4FE4DEFC-83BD-9F18-D22A-41C74289DA63, GetDate=15.10.2021, TakeDate=24.07.2021, ResultDate=22/09/2021}
{MDACODE=c382970e-2c5c-4658-aa4c-0ac4f072b323, IDNum=355581249, IDType=1, FirstName=Torrey, LastName=Soaper, City=Monteros, Street=Talisman, BuildingNumber=93, Barcode=6C4D6719-9CD8-919C-2AC1-A8BA5033B1C8, GetDate=04.03.2021, TakeDate=14.06.2021, ResultDate=5/10/2021}
{MDACODE=656fcc59-4820-4a97-9b45-540edb71a8a9, IDNum=694591257, IDType=2, FirstName=Oberon, LastName=Dyhouse, City=Masebewa, Street=Sage, BuildingNumber=45, Barcode=7AC2A179-5434-75E8-C06D-668360C7CE4B, GetDate=24.03.2021, TakeDate=06.11.2021, ResultDate=14/12/2021}
{MDACODE=b7e85f2d-7d41-44ce-8155-7bb1bcb4e091, IDNum=626879006, IDType=1, FirstName=Natala, LastName=Gallahue, City=Vera Cruz, Street=Bayside, BuildingNumber=42, Barcode=325D6B71-ECC1-E515-0959-86D9E5031710, GetDate=10.08.2021, TakeDate=11.09.2021, ResultDate=8/11/2021}
{MDACODE=832e164e-a9b9-4fb2-b199-b28109a7e7b3, IDNum=340382628, IDType=0, FirstName=Lynn, LastName=Reims, City=Sabnie, Street=Atwood, BuildingNumber=31, Barcode=1020C5B5-AEB7-86A5-5C44-9E1445853BE3, GetDate=01.10.2021, TakeDate=18.10.2021, ResultDate=4/10/2021}
{MDACODE=8d6deed5-772d-4352-8c38-74b52195e948, IDNum=104890101, IDType=1, FirstName=Amby, LastName=Braime, City=Patquía, Street=Straubel, BuildingNumber=18, Barcode=C7091798-3392-B762-5B71-4349ACF98DC1, GetDate=01.01.2022, TakeDate=03.06.2021, ResultDate=13/02/2021}
{MDACODE=40352c85-d992-4cce-a2b4-8efc3d373b4f, IDNum=352499851, IDType=0, FirstName=Rab, LastName=Menezes, City=Abraham’s Bay, Street=Debs, BuildingNumber=72, Barcode=9A13663D-5ABF-CB76-D793-0E2534856C1D, GetDate=09.08.2021, TakeDate=13.06.2021, ResultDate=26/09/2021}
{MDACODE=d2f38bdd-c9be-46b5-8745-99053a5014d2, IDNum=147197460, IDType=0, FirstName=Mortie, LastName=McFadden, City=Atins, Street=4th, BuildingNumber=12, Barcode=AB9AB73C-8295-A964-A647-7E5594E93FE7, GetDate=09.02.2021, TakeDate=24.09.2021, ResultDate=9/2/2021}
{MDACODE=f0a02017-6ebe-42b1-b01a-161c8b74c5f7, IDNum=731128145, IDType=2, FirstName=Rab, LastName=Bocken, City=Shagang, Street=Dryden, BuildingNumber=28, Barcode=C65D4298-2D8A-D0BA-C55C-920EF92AEC30, GetDate=28.02.2021, TakeDate=26.02.2021, ResultDate=21/04/2021}
{MDACODE=38df75dc-b495-415f-9342-d59a7dfcd2ff, IDNum=632189360, IDType=2, FirstName=Clo, LastName=Hosby, City=Mombok, Street=Village, BuildingNumber=33, Barcode=156778FC-47AF-73F1-1BC0-2DBB535CFED6, GetDate=05.03.2021, TakeDate=06.07.2021, ResultDate=24/12/2021}
{MDACODE=c44614f1-0ab3-414e-9a0f-f21c83706e29, IDNum=523947522, IDType=2, FirstName=Steve, LastName=Chamney, City=Zlatar, Street=Summerview, BuildingNumber=27, Barcode=65B10D20-C1A5-9192-1685-36515C9AB118, GetDate=02.06.2021, TakeDate=18.06.2021, ResultDate=25/10/2021}
{MDACODE=64813d93-8e16-4622-be3d-d893b4918d25, IDNum=275590318, IDType=0, FirstName=Amii, LastName=Hockey, City=Jabungsisir, Street=Coolidge, BuildingNumber=64, Barcode=E8B5D1C8-6352-D1EE-0BB6-E846AA4B942A, GetDate=03.03.2021, TakeDate=29.12.2021, ResultDate=31/03/2021}
{MDACODE=8a7e0d28-6348-44e3-aa35-4318ae4e52d7, IDNum=217407257, IDType=2, FirstName=Star, LastName=Jubert, City=Huazhou, Street=4th, BuildingNumber=36, Barcode=8FF564BC-6E19-CE61-A505-1185466B469A, GetDate=25.02.2021, TakeDate=17.03.2021, ResultDate=4/5/2021}
{MDACODE=ec9f369c-fcaf-4f38-8e19-4dc1bd3f28a5, IDNum=518261175, IDType=0, FirstName=Nichole, LastName=Penreth, City=Andamui, Street=Granby, BuildingNumber=43, Barcode=39E31292-34C9-38D2-C1B2-F3AD23395A3C, GetDate=09.01.2022, TakeDate=04.09.2021, ResultDate=29/01/2021}
{MDACODE=15df1d85-627c-4b32-a0ef-35ad5cd8e63e, IDNum=633156131, IDType=1, FirstName=Suki, LastName=Kyneton, City=Novi Karlovci, Street=Shelley, BuildingNumber=45, Barcode=CDA9DEC9-D6D7-7798-31D2-89D77DCA8E4A, GetDate=31.10.2021, TakeDate=22.02.2021, ResultDate=12/4/2021}
{MDACODE=ac6488d0-a087-4a72-ab23-dfa20cd06f2a, IDNum=791724963, IDType=1, FirstName=Brant, LastName=Lurriman, City=Borogontsy, Street=Melrose, BuildingNumber=40, Barcode=A0149A7C-8171-1E83-AC3E-F131BAD985CC, GetDate=04.04.2021, TakeDate=10.12.2021, ResultDate=24/10/2021}
{MDACODE=449b07d9-fd0e-4e40-bf77-e60c0b8066dc, IDNum=529328758, IDType=2, FirstName=Welch, LastName=Von Helmholtz, City=‘Abbāsābād, Street=Everett, BuildingNumber=91, Barcode=CED816C7-C7E8-5DDA-A8E1-4E7D1A252E46, GetDate=05.01.2022, TakeDate=23.12.2021, ResultDate=12/1/2022}
{MDACODE=8cd52a30-efc7-496b-aee1-a206f907b987, IDNum=674382851, IDType=1, FirstName=Vilma, LastName=Kington, City=Thepharak, Street=Manley, BuildingNumber=70, Barcode=39B6F0AC-BE53-9CF1-4724-CDD563FA2B65, GetDate=14.01.2021, TakeDate=11.02.2021, ResultDate=11/3/2021}
{MDACODE=5da76c6a-6c38-4c45-ad87-c84d657cdbc9, IDNum=530844423, IDType=2, FirstName=Tiertza, LastName=Maroney, City=Laval, Street=Roxbury, BuildingNumber=35, Barcode=E6CB2D33-B8E3-569C-34B5-A5841A1E2EF2, GetDate=13.12.2021, TakeDate=14.05.2021, ResultDate=31/03/2021}
{MDACODE=499550a4-0ec5-4b8c-90f6-bfbdf87f04a3, IDNum=498643952, IDType=0, FirstName=Annette, LastName=Bonavia, City=Derzhavīnsk, Street=Hintze, BuildingNumber=36, Barcode=5AD2660C-2FD7-9F48-EE55-64CAD1CD64B8, GetDate=21.07.2021, TakeDate=10.12.2021, ResultDate=8/4/2021}
{MDACODE=a300fd5a-bd92-4ee0-b729-131f05d7e927, IDNum=565781074, IDType=2, FirstName=Annabella, LastName=Lovejoy, City=Alvide, Street=Harper, BuildingNumber=6, Barcode=9650B134-C558-4B5D-384A-91164A9579E4, GetDate=07.04.2021, TakeDate=06.03.2021, ResultDate=15/06/2021}
{MDACODE=390dffc7-cc67-4223-959b-b8ceaa96255a, IDNum=393949283, IDType=0, FirstName=Gaylene, LastName=Worsham, City=Hanbin, Street=Charing Cross, BuildingNumber=56, Barcode=DA11C8C2-90FC-C128-B904-6CC339DA8956, GetDate=16.11.2021, TakeDate=15.02.2021, ResultDate=5/4/2021}
{MDACODE=0f750f67-ad5c-498d-8f28-a3a099ee28c7, IDNum=453811334, IDType=0, FirstName=Wat, LastName=Cunliffe, City=Turku, Street=Kropf, BuildingNumber=6, Barcode=09BDFB63-9236-9C16-6F92-F77AE8BD711C, GetDate=07.03.2021, TakeDate=17.02.2021, ResultDate=18/06/2021}
{MDACODE=35484f8b-c9ae-470e-a873-6722c82dccb1, IDNum=546525899, IDType=0, FirstName=Tracie, LastName=Fihelly, City=Al ‘Awjā, Street=Portage, BuildingNumber=6, Barcode=DB8CEF3A-E7EC-52BF-F665-9D971DAA2F67, GetDate=30.12.2021, TakeDate=08.03.2021, ResultDate=23/01/2021}
{MDACODE=409c5a6a-d53e-4f10-871a-8194e0746a1c, IDNum=483975089, IDType=0, FirstName=Florette, LastName=Hamerton, City=U Minh, Street=Hovde, BuildingNumber=95, Barcode=8BAADBE9-F01A-65EC-8354-19DCDADDFCF5, GetDate=09.12.2021, TakeDate=30.05.2021, ResultDate=19/09/2021}
{MDACODE=4082ee35-ca8a-4e92-8f4f-1c31dca9722c, IDNum=687715461, IDType=2, FirstName=Rae, LastName=Cristofanini, City=Łyse, Street=Merchant, BuildingNumber=64, Barcode=64C29B5C-B68A-8192-4783-466E73715F53, GetDate=26.07.2021, TakeDate=11.03.2021, ResultDate=13/07/2021}
{MDACODE=3988a3cc-ed93-4fd0-825d-8f6c1fe5a2b4, IDNum=179479668, IDType=0, FirstName=Rodina, LastName=Driffe, City=Yanghe, Street=Hallows, BuildingNumber=47, Barcode=6BD43B54-E180-496D-8A28-74F4C7055465, GetDate=14.12.2021, TakeDate=04.03.2021, ResultDate=22/10/2021}
{MDACODE=ec544103-606c-4186-ae35-897ec782ec5a, IDNum=257505130, IDType=1, FirstName=Hedwig, LastName=Cooksey, City=Ringim, Street=Esker, BuildingNumber=72, Barcode=96739147-EC79-90B3-D149-EAA5AA3F0244, GetDate=30.10.2021, TakeDate=29.06.2021, ResultDate=31/12/2021}
{MDACODE=3cc183e3-ec34-4b78-a8bd-6a61dcf827e1, IDNum=583195211, IDType=2, FirstName=Brandise, LastName=Sanbroke, City=Citeguh, Street=Ryan, BuildingNumber=81, Barcode=4C1A1262-36A6-AF19-4172-9106951415CB, GetDate=12.01.2022, TakeDate=30.09.2021, ResultDate=1/1/2022}
{MDACODE=8adc4d9d-e001-4731-a5fe-bd40f58e9555, IDNum=419662016, IDType=1, FirstName=Adolph, LastName=Extil, City=Sagay, Street=Daystar, BuildingNumber=30, Barcode=DEC6D925-F8A4-CEA8-6181-223B5D84252E, GetDate=17.07.2021, TakeDate=28.01.2021, ResultDate=21/07/2021}
{MDACODE=1780604b-7de8-482a-8263-468551af079a, IDNum=448157048, IDType=2, FirstName=Nathalia, LastName=Izhakov, City=Santa Quitéria, Street=Pennsylvania, BuildingNumber=71, Barcode=A798E78D-9A89-A791-1277-4DCABADC2085, GetDate=11.05.2021, TakeDate=16.02.2021, ResultDate=27/08/2021}
{MDACODE=d2cf8a9f-8f3a-4c67-8597-ba727f8764ac, IDNum=651805582, IDType=0, FirstName=Batholomew, LastName=Goman, City=Algeciras, Street=Basil, BuildingNumber=88, Barcode=4D9A3D8B-94B5-7771-0B52-CE09478B7DFF, GetDate=16.09.2021, TakeDate=29.09.2021, ResultDate=3/2/2021}
{MDACODE=d0734a73-b5cd-4e9e-a069-df756f0967ca, IDNum=756542699, IDType=2, FirstName=Kerr, LastName=Strelitz, City=Rodas, Street=Southridge, BuildingNumber=33, Barcode=87AD5BE6-3D77-467D-B6C1-0339A4AC5A07, GetDate=16.03.2021, TakeDate=06.12.2021, ResultDate=11/12/2021}
{MDACODE=7ca89736-97ad-4fab-8af1-3b73d485becd, IDNum=359663332, IDType=2, FirstName=Gwenora, LastName=Isley, City=Burgersfort, Street=Mifflin, BuildingNumber=49, Barcode=884548C3-4708-4D11-89FB-75EAE98490D2, GetDate=23.12.2021, TakeDate=27.09.2021, ResultDate=18/10/2021}
{MDACODE=25932dc0-0c1e-48a0-bbc6-dc7ac8b08d28, IDNum=807623371, IDType=1, FirstName=Melicent, LastName=Gilcrist, City=Pasararba, Street=Fairfield, BuildingNumber=81, Barcode=AC0325CC-5A7C-84F5-CB72-C6BB7F1CEBC5, GetDate=18.09.2021, TakeDate=11.03.2021, ResultDate=12/2/2021}
{MDACODE=a24546ac-5475-4fea-be31-6510f4014e3d, IDNum=747703095, IDType=1, FirstName=Cassandry, LastName=Povey, City=Rancabugel, Street=Twin Pines, BuildingNumber=16, Barcode=0DCA63B4-C506-9A6C-00E4-E28C70E697C4, GetDate=24.08.2021, TakeDate=27.09.2021, ResultDate=4/4/2021}
{MDACODE=8a241235-fe25-4288-9e18-f6877d1f0cea, IDNum=253207180, IDType=0, FirstName=Farlie, LastName=Baurerich, City=Zhangbang, Street=Randy, BuildingNumber=98, Barcode=B238736D-D1CF-94C5-8D6F-50E184954C2B, GetDate=02.10.2021, TakeDate=01.07.2021, ResultDate=8/7/2021}
{MDACODE=53d5b859-0131-4bc4-ab0d-2be8e7b1c484, IDNum=243278386, IDType=2, FirstName=Abbot, LastName=Matskevich, City=Dingzigu, Street=Lindbergh, BuildingNumber=86, Barcode=2B5A326E-FCA8-B9F9-2CBD-AC3E655DF771, GetDate=17.11.2021, TakeDate=08.04.2021, ResultDate=4/3/2021}
{MDACODE=8e5e3898-0d1e-4f42-aff4-32b145d31bbf, IDNum=894368597, IDType=0, FirstName=Moll, LastName=Thomesson, City=Sanchahe, Street=Bobwhite, BuildingNumber=70, Barcode=051A8549-3D22-18FB-C1BD-4358B368F45A, GetDate=23.02.2021, TakeDate=11.10.2021, ResultDate=24/09/2021}
{MDACODE=798b5360-a798-4b48-b7b7-9c4e376593fe, IDNum=245656026, IDType=1, FirstName=Bale, LastName=Harman, City=Pertunmaa, Street=Grayhawk, BuildingNumber=55, Barcode=17C45AFF-7662-C7E6-92DE-C92B833A353F, GetDate=28.12.2021, TakeDate=30.03.2021, ResultDate=10/6/2021}
{MDACODE=226c1683-638e-4ae1-b381-6ede12cbdf51, IDNum=121828436, IDType=2, FirstName=Khalil, LastName=Carlow, City=Guodu, Street=Lien, BuildingNumber=79, Barcode=97B8B4D3-84C2-84A6-2093-497B73A2E6BA, GetDate=19.05.2021, TakeDate=01.07.2021, ResultDate=26/10/2021}
{MDACODE=a4259d8a-f982-4ee8-9851-8a97f5d09d8c, IDNum=851962862, IDType=2, FirstName=Lilith, LastName=Lerven, City=Wojaszówka, Street=Straubel, BuildingNumber=94, Barcode=8C6A5393-B73A-1C3B-8CC1-A52B132C4C29, GetDate=09.06.2021, TakeDate=20.10.2021, ResultDate=29/07/2021}
{MDACODE=ac3bcb6b-082d-4614-ba32-417a56e7d470, IDNum=107213145, IDType=1, FirstName=Hoyt, LastName=Veevers, City=Prey Veng, Street=Park Meadow, BuildingNumber=67, Barcode=58173AAE-589E-5910-08B7-DAA8CB57A476, GetDate=13.04.2021, TakeDate=02.01.2022, ResultDate=29/12/2021}
{MDACODE=ee922b2b-5e12-4869-b3a1-865c149df446, IDNum=767830226, IDType=2, FirstName=Nealson, LastName=Arnull, City=Apeldoorn, Street=Fordem, BuildingNumber=20, Barcode=C1B1A69D-7C96-F78B-B03A-4798CA7AE892, GetDate=16.02.2021, TakeDate=08.04.2021, ResultDate=4/5/2021}
{MDACODE=93d83caf-0243-4c91-af6f-358596ad11fa, IDNum=851941622, IDType=2, FirstName=Juanita, LastName=Mounter, City=Ladhewāla Warāich, Street=Monica, BuildingNumber=56, Barcode=56517516-3898-E218-B014-78874C7BED03, GetDate=26.02.2021, TakeDate=25.08.2021, ResultDate=17/05/2021}
{MDACODE=2e86b151-af4f-400b-a02c-9a27895214a5, IDNum=693835835, IDType=1, FirstName=Kevon, LastName=Manthorpe, City=Vynohradivka, Street=Crescent Oaks, BuildingNumber=64, Barcode=1E5FD207-D82A-8035-821B-B12E32C0E522, GetDate=07.06.2021, TakeDate=10.11.2021, ResultDate=7/5/2021}
{MDACODE=9368f196-f222-460f-a9c0-091d591991f5, IDNum=872242836, IDType=2, FirstName=Parker, LastName=Bedberry, City=Tyrnyauz, Street=Steensland, BuildingNumber=63, Barcode=3B4D4373-E71E-B8BA-2A54-C646D669074C, GetDate=09.03.2021, TakeDate=21.05.2021, ResultDate=18/10/2021}
{MDACODE=755f650f-3d02-46ce-8cac-ea4e320fd6d4, IDNum=245641617, IDType=0, FirstName=Milo, LastName=Ible, City=Santiago, Street=Village, BuildingNumber=90, Barcode=62BD772A-ED06-1505-2A2A-F608579CBBB2, GetDate=17.11.2021, TakeDate=01.12.2021, ResultDate=24/01/2021}
{MDACODE=d8299e31-8238-43eb-9e60-6132769e539c, IDNum=323188666, IDType=2, FirstName=Paolina, LastName=Collaton, City=Kota Kinabalu, Street=Erie, BuildingNumber=26, Barcode=5D724DFB-BC74-56BC-99B2-0627E9CCD992, GetDate=24.07.2021, TakeDate=28.02.2021, ResultDate=30/04/2021}
{MDACODE=cfbeacf6-c518-4238-95ea-589c893d068c, IDNum=292402578, IDType=1, FirstName=Adriano, LastName=McClary, City=Don Tan, Street=Anderson, BuildingNumber=75, Barcode=EC4F9ECB-1C12-48A6-CDF8-7C2A45994E5A, GetDate=03.09.2021, TakeDate=19.10.2021, ResultDate=22/09/2021}
{MDACODE=4fb6896f-0410-4444-8949-4728603c62ef, IDNum=303253079, IDType=2, FirstName=Loreen, LastName=Iacovo, City=Maki, Street=Hudson, BuildingNumber=75, Barcode=327E56F8-55E1-F57B-2764-55A57EAADF90, GetDate=27.12.2021, TakeDate=14.06.2021, ResultDate=28/07/2021}
{MDACODE=ce1ca3fa-60ef-4992-9271-3fc7615764f3, IDNum=826909966, IDType=1, FirstName=Madge, LastName=Doge, City=Laranjeiras do Sul, Street=Summit, BuildingNumber=83, Barcode=7A234552-FDB0-27B8-ECA2-1396338C4655, GetDate=17.12.2021, TakeDate=13.04.2021, ResultDate=21/05/2021}
{MDACODE=3ca0f23d-a2ba-41f4-886b-e5fdae326be2, IDNum=606831369, IDType=0, FirstName=Jannel, LastName=Corriea, City=Cauto Cristo, Street=Scofield, BuildingNumber=48, Barcode=CC757F1D-6A74-BB36-EBC3-A3CBAC1BD5D9, GetDate=27.12.2021, TakeDate=12.10.2021, ResultDate=22/02/2021}
{MDACODE=72f3108b-9ebd-450b-a9f7-0239adb72215, IDNum=639893755, IDType=1, FirstName=Leilah, LastName=Bickersteth, City=Indianapolis, Street=Anderson, BuildingNumber=3, Barcode=F82F2898-7A8A-A483-AFDC-19D14CE43AEB, GetDate=06.06.2021, TakeDate=01.08.2021, ResultDate=17/04/2021}
{MDACODE=f5545e81-4b06-4587-84fc-088a813e8bd4, IDNum=717580406, IDType=1, FirstName=Greta, LastName=Bewlay, City=Nong Bua Lamphu, Street=Kingsford, BuildingNumber=37, Barcode=1A7AD8C8-60E0-2BD3-F4C5-2A5EC2AE9738, GetDate=12.07.2021, TakeDate=19.03.2021, ResultDate=11/3/2021}
{MDACODE=d1fba140-7112-48c0-91fb-bf31cae01dff, IDNum=445598692, IDType=1, FirstName=Paula, LastName=Jewar, City=Camatagua, Street=Longview, BuildingNumber=93, Barcode=689B38E9-3A53-1578-B47A-17EDF8AE8CC3, GetDate=06.11.2021, TakeDate=14.12.2021, ResultDate=3/12/2021}
{MDACODE=02783571-ecfc-4b24-af7a-af0435d8f4ee, IDNum=496773833, IDType=2, FirstName=Caritta, LastName=Dingsdale, City=Kabare, Street=Butterfield, BuildingNumber=43, Barcode=07CF637D-956B-6294-9F83-985E522EA78A, GetDate=14.09.2021, TakeDate=16.09.2021, ResultDate=30/05/2021}
